modelo,ano_test,timestamp,real,pred
naive_hd,2018,2018-01-14 17:00:00,28529.0,25038.178343949046
naive_hd,2018,2018-01-14 18:00:00,30829.0,25885.089171974523
naive_hd,2018,2018-01-14 19:00:00,32694.0,26961.76433121019
naive_hd,2018,2018-01-14 20:00:00,33733.0,28186.375796178345
naive_hd,2018,2018-01-14 21:00:00,33944.0,29167.71337579618
naive_hd,2018,2018-01-14 22:00:00,32725.0,28669.71337579618
naive_hd,2018,2018-01-14 23:00:00,29987.0,26760.71974522293
naive_hd,2018,2018-01-15 00:00:00,27071.0,24747.628205128207
naive_hd,2018,2018-01-15 01:00:00,24897.0,23131.26282051282
naive_hd,2018,2018-01-15 02:00:00,23763.0,22196.115384615383
naive_hd,2018,2018-01-15 03:00:00,23367.0,21722.221153846152
naive_hd,2018,2018-01-15 04:00:00,23467.0,21664.371794871793
naive_hd,2018,2018-01-15 05:00:00,24232.0,22277.846153846152
naive_hd,2018,2018-01-15 06:00:00,27441.0,24624.01282051282
naive_hd,2018,2018-01-15 07:00:00,32817.0,27841.42948717949
naive_hd,2018,2018-01-15 08:00:00,36481.0,30205.51282051282
naive_hd,2018,2018-01-15 09:00:00,37847.0,31742.52564102564
naive_hd,2018,2018-01-15 10:00:00,38595.0,32662.79487179487
naive_hd,2018,2018-01-15 11:00:00,38455.0,33004.083333333336
naive_hd,2018,2018-01-15 12:00:00,37900.0,33258.916666666664
naive_hd,2018,2018-01-15 13:00:00,37541.0,33337.967948717946
naive_hd,2018,2018-01-15 14:00:00,36353.0,32433.92948717949
naive_hd,2018,2018-01-15 15:00:00,35719.0,31774.096153846152
naive_hd,2018,2018-01-15 16:00:00,35397.0,31581.55128205128
naive_hd,2018,2018-01-15 17:00:00,35698.0,31694.371794871793
naive_hd,2018,2018-01-15 18:00:00,37389.0,32046.391025641027
naive_hd,2018,2018-01-15 19:00:00,38677.0,32535.28205128205
naive_hd,2018,2018-01-15 20:00:00,39011.0,33047.1217948718
naive_hd,2018,2018-01-15 21:00:00,38107.0,33090.71153846154
naive_hd,2018,2018-01-15 22:00:00,35180.0,31081.108974358973
naive_hd,2018,2018-01-15 23:00:00,31684.0,28423.47435897436
naive_hd,2018,2018-01-16 00:00:00,29080.0,26562.48717948718
naive_hd,2018,2018-01-16 01:00:00,26989.0,24856.23717948718
naive_hd,2018,2018-01-16 02:00:00,25534.0,23808.615384615383
naive_hd,2018,2018-01-16 03:00:00,25043.0,23344.97435897436
naive_hd,2018,2018-01-16 04:00:00,24865.0,23202.8141025641
naive_hd,2018,2018-01-16 05:00:00,25549.0,23638.71794871795
naive_hd,2018,2018-01-16 06:00:00,28376.0,25676.19871794872
naive_hd,2018,2018-01-16 07:00:00,33340.0,28831.01282051282
naive_hd,2018,2018-01-16 08:00:00,36495.0,31068.134615384617
naive_hd,2018,2018-01-16 09:00:00,37428.0,32453.98076923077
naive_hd,2018,2018-01-16 10:00:00,37824.0,33224.3782051282
naive_hd,2018,2018-01-16 11:00:00,37398.0,33493.01602564102
naive_hd,2018,2018-01-16 12:00:00,36831.0,33707.570512820515
naive_hd,2018,2018-01-16 13:00:00,36585.0,33738.192307692305
naive_hd,2018,2018-01-16 14:00:00,35295.0,32755.30769230769
naive_hd,2018,2018-01-16 15:00:00,34766.0,32116.02564102564
naive_hd,2018,2018-01-16 16:00:00,34470.0,31953.410256410258
naive_hd,2018,2018-01-16 17:00:00,34557.0,32093.98717948718
naive_hd,2018,2018-01-16 18:00:00,36302.0,32465.45512820513
naive_hd,2018,2018-01-16 19:00:00,37882.0,32973.77564102564
naive_hd,2018,2018-01-16 20:00:00,38338.0,33504.217948717946
naive_hd,2018,2018-01-16 21:00:00,37592.0,33453.070512820515
naive_hd,2018,2018-01-16 22:00:00,34775.0,31384.0641025641
naive_hd,2018,2018-01-16 23:00:00,31260.0,28711.57051282051
naive_hd,2018,2018-01-17 00:00:00,28778.0,26812.26923076923
naive_hd,2018,2018-01-17 01:00:00,26633.0,25086.358974358973
